# "2D sine toy dataset."
x1,x2,y
0.0,0.0,0.0
0.12693303650867852,0.12693303650867852,0.25318490714749853
0.25386607301735703,0.25386607301735703,0.5022959743621584
0.3807991095260356,0.3807991095260356,0.7433249113206551
0.5077321460347141,0.5077321460347141,0.9723934722009374
0.6346651825433925,0.6346651825433925,1.1858158581092808
0.7615982190520711,0.7615982190520711,1.380158022964224
0.8885312555607496,0.8885312555607496,1.5522929285835136
1.0154642920694281,1.0154642920694281,1.6994508598990288
1.1423973285781066,1.1423973285781066,1.8192639907090367
1.269330365086785,1.269330365086785,1.9098044828881477
1.3962634015954636,1.3962634015954636,1.969615506024416
1.5231964381041423,1.5231964381041423,1.997734678366016
1.6501294746128208,1.6501294746128208,1.9937095519038848
1.7770625111214993,1.7770625111214993,1.9576048924295575
1.9039955476301778,1.9039955476301778,1.890001637429337
2.0309285841388562,2.0309285841388562,1.7919875485826717
2.1578616206475347,2.1578616206475347,1.6651397092695428
2.284794657156213,2.284794657156213,1.5114991487085168
2.4117276936648917,2.4117276936648917,1.3335380010325832
2.53866073017357,2.53866073017357,1.1341197277255417
2.6655937666822487,2.6655937666822487,0.916453043454821
2.792526803190927,2.792526803190927,0.6840402866513378
2.9194598396996057,2.9194598396996057,0.4406210655730816
3.0463928762082846,3.0463928762082846,0.19011208660836487
3.173325912716963,3.173325912716963,-0.0634558669961357
3.3002589492256416,3.3002589492256416,-0.31600279194670017
3.42719198573432,3.42719198573432,-0.5634651136828597
3.5541250222429985,3.5541250222429985,-0.8018610708132277
3.681058058751677,3.681058058751677,-1.0273547831468128
3.8079910952603555,3.8079910952603555,-1.2363179724412106
3.934924131769034,3.934924131769034,-1.4253883427577256
4.0618571682777125,4.0618571682777125,-1.5915236810616642
4.188790204786391,4.188790204786391,-1.7320508075688776
4.3157232412950695,4.3157232412950695,-1.8447085882091627
4.442656277803748,4.442656277803748,-1.9276843171198843
4.569589314312426,4.569589314312426,-1.9796428837618654
4.696522350821105,4.696522350821105,-1.9997482553477501
4.823455387329783,4.823455387329783,-1.9876769289225082
4.950388423838462,4.950388423838462,-1.9436231366470833
5.07732146034714,5.07732146034714,-1.8682957205302135
5.204254496855819,5.204254496855819,-1.762906726895164
5.331187533364497,5.331187533364497,-1.629151904100672
5.458120569873176,5.458120569873176,-1.4691834173150662
5.585053606381854,5.585053606381854,-1.2855752193730792
5.711986642890533,5.711986642890533,-1.0812816349111949
5.838919679399211,5.838919679399211,-0.8595898241783438
5.96585271590789,5.96585271590789,-0.6240668913969741
6.092785752416569,6.092785752416569,-0.3785024887208195
6.219718788925247,6.219718788925247,-0.12684783931312904
6.346651825433926,6.346651825433926,0.12684783931312982
6.473584861942604,6.473584861942604,0.37850248872082026
6.600517898451283,6.600517898451283,0.6240668913969749
6.727450934959961,6.727450934959961,0.8595898241783431
6.85438397146864,6.85438397146864,1.0812816349111958
6.981317007977318,6.981317007977318,1.2855752193730785
7.108250044485997,7.108250044485997,1.4691834173150669
7.235183080994675,7.235183080994675,1.629151904100671
7.362116117503354,7.362116117503354,1.7629067268951641
7.489049154012032,7.489049154012032,1.8682957205302133
7.615982190520711,7.615982190520711,1.9436231366470835
7.742915227029389,7.742915227029389,1.9876769289225082
7.869848263538068,7.869848263538068,1.9997482553477501
7.996781300046746,7.996781300046746,1.9796428837618656
8.123714336555425,8.123714336555425,1.927684317119884
8.250647373064103,8.250647373064103,1.8447085882091632
8.377580409572783,8.377580409572783,1.7320508075688765
8.50451344608146,8.50451344608146,1.5915236810616638
8.631446482590139,8.631446482590139,1.4253883427577259
8.758379519098817,8.758379519098817,1.2363179724412112
8.885312555607497,8.885312555607497,1.0273547831468113
9.012245592116175,9.012245592116175,0.8018610708132269
9.139178628624853,9.139178628624853,0.5634651136828598
9.266111665133531,9.266111665133531,0.3160027919467011
9.39304470164221,9.39304470164221,0.06345586699613402
9.519977738150889,9.519977738150889,-0.19011208660836568
9.646910774659567,9.646910774659567,-0.4406210655730807
9.773843811168245,9.773843811168245,-0.684040286651336
9.900776847676925,9.900776847676925,-0.9164530434548217
10.027709884185603,10.027709884185603,-1.1341197277255417
10.15464292069428,10.15464292069428,-1.3335380010325826
10.28157595720296,10.28157595720296,-1.5114991487085176
10.408508993711639,10.408508993711639,-1.6651397092695432
10.535442030220317,10.535442030220317,-1.7919875485826717
10.662375066728995,10.662375066728995,-1.8900016374293367
10.789308103237675,10.789308103237675,-1.9576048924295577
10.916241139746353,10.916241139746353,-1.9937095519038848
11.04317417625503,11.04317417625503,-1.997734678366016
11.170107212763709,11.170107212763709,-1.9696155060244163
11.297040249272388,11.297040249272388,-1.9098044828881473
11.423973285781067,11.423973285781067,-1.8192639907090367
11.550906322289745,11.550906322289745,-1.699450859899029
11.677839358798423,11.677839358798423,-1.5522929285835145
11.804772395307102,11.804772395307102,-1.3801580229642232
11.93170543181578,11.93170543181578,-1.1858158581092808
12.058638468324459,12.058638468324459,-0.972393472200938
12.185571504833138,12.185571504833138,-0.7433249113206534
12.312504541341816,12.312504541341816,-0.5022959743621576
12.439437577850494,12.439437577850494,-0.2531849071474986
12.566370614359172,12.566370614359172,-9.797174393178826e-16
