# "Linear toy dataset."
x1,y
0.0,1.0
0.010101010101010102,1.0101010101010102
0.020202020202020204,1.02020202020202
0.030303030303030304,1.0303030303030303
0.04040404040404041,1.0404040404040404
0.05050505050505051,1.0505050505050506
0.06060606060606061,1.0606060606060606
0.07070707070707072,1.0707070707070707
0.08080808080808081,1.0808080808080809
0.09090909090909091,1.0909090909090908
0.10101010101010102,1.101010101010101
0.11111111111111112,1.1111111111111112
0.12121212121212122,1.121212121212121
0.13131313131313133,1.1313131313131313
0.14141414141414144,1.1414141414141414
0.15151515151515152,1.1515151515151516
0.16161616161616163,1.1616161616161615
0.17171717171717174,1.1717171717171717
0.18181818181818182,1.1818181818181819
0.19191919191919193,1.191919191919192
0.20202020202020204,1.202020202020202
0.21212121212121213,1.2121212121212122
0.22222222222222224,1.2222222222222223
0.23232323232323235,1.2323232323232323
0.24242424242424243,1.2424242424242424
0.25252525252525254,1.2525252525252526
0.26262626262626265,1.2626262626262625
0.27272727272727276,1.2727272727272727
0.2828282828282829,1.2828282828282829
0.29292929292929293,1.2929292929292928
0.30303030303030304,1.303030303030303
0.31313131313131315,1.3131313131313131
0.32323232323232326,1.3232323232323233
0.33333333333333337,1.3333333333333335
0.3434343434343435,1.3434343434343434
0.3535353535353536,1.3535353535353536
0.36363636363636365,1.3636363636363638
0.37373737373737376,1.3737373737373737
0.38383838383838387,1.3838383838383839
0.393939393939394,1.393939393939394
0.4040404040404041,1.404040404040404
0.4141414141414142,1.4141414141414141
0.42424242424242425,1.4242424242424243
0.43434343434343436,1.4343434343434343
0.4444444444444445,1.4444444444444444
0.4545454545454546,1.4545454545454546
0.4646464646464647,1.4646464646464648
0.4747474747474748,1.474747474747475
0.48484848484848486,1.4848484848484849
0.494949494949495,1.494949494949495
0.5050505050505051,1.5050505050505052
0.5151515151515152,1.5151515151515151
0.5252525252525253,1.5252525252525253
0.5353535353535354,1.5353535353535355
0.5454545454545455,1.5454545454545454
0.5555555555555556,1.5555555555555556
0.5656565656565657,1.5656565656565657
0.5757575757575758,1.5757575757575757
0.5858585858585859,1.5858585858585859
0.595959595959596,1.595959595959596
0.6060606060606061,1.606060606060606
0.6161616161616162,1.6161616161616164
0.6262626262626263,1.6262626262626263
0.6363636363636365,1.6363636363636365
0.6464646464646465,1.6464646464646466
0.6565656565656566,1.6565656565656566
0.6666666666666667,1.6666666666666667
0.6767676767676768,1.676767676767677
0.686868686868687,1.6868686868686869
0.696969696969697,1.696969696969697
0.7070707070707072,1.7070707070707072
0.7171717171717172,1.7171717171717171
0.7272727272727273,1.7272727272727273
0.7373737373737375,1.7373737373737375
0.7474747474747475,1.7474747474747474
0.7575757575757577,1.7575757575757578
0.7676767676767677,1.7676767676767677
0.7777777777777778,1.7777777777777777
0.787878787878788,1.787878787878788
0.797979797979798,1.797979797979798
0.8080808080808082,1.8080808080808082
0.8181818181818182,1.8181818181818183
0.8282828282828284,1.8282828282828283
0.8383838383838385,1.8383838383838385
0.8484848484848485,1.8484848484848486
0.8585858585858587,1.8585858585858586
0.8686868686868687,1.8686868686868687
0.8787878787878789,1.878787878787879
0.888888888888889,1.8888888888888888
0.8989898989898991,1.8989898989898992
0.9090909090909092,1.9090909090909092
0.9191919191919192,1.9191919191919191
0.9292929292929294,1.9292929292929295
0.9393939393939394,1.9393939393939394
0.9494949494949496,1.9494949494949496
0.9595959595959597,1.9595959595959598
0.9696969696969697,1.9696969696969697
0.9797979797979799,1.97979797979798
0.98989898989899,1.98989898989899
1.0,2.0
